label,qid,docid,comment:,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46
0,11909,0,docid = GX000-01-8011551 inc = 1 prob = 0.278009,0.049554,0.0,0.0,0.0,0.048537,0.0,0.0,0.0,0.0,0.0,0.585689,0.0,0.0,0.0,0.590289,0.054201,0.5,0.333333,0.0,0.054362,0.341587,0.45349,0.669057,0.669136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298798,0.480544,0.638397,0.682844,0.0,0.0,0.0,0.208262,0.089286,1.0
0,11909,1,docid = GX012-13-11604073 inc = 1 prob = 0.0811413,0.0,0.0,0.4,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.60467,0.0,0.661092,0.266586,0.61574,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.463322,1.0,0.219837,0.513025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
0,11909,2,docid = GX036-18-10002856 inc = 0.0022518590091269 prob = 0.109118,0.012478,0.8,0.0,1.0,0.014989,0.0,0.0,0.0,0.0,0.0,0.615578,0.690929,0.0,1.0,0.624586,0.004843,0.333333,0.583333,1.0,0.005346,0.494221,0.607607,0.459808,0.64031,1.0,1.0,0.521107,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.558786,0.680343,0.510276,0.683032,1.0,1.0,0.0,1.0,1.0,0.166667
1,11909,3,docid = GX043-50-8139281 inc = 1 prob = 0.256,0.049198,0.0,0.0,0.0,0.04818,0.0,0.0,0.0,0.0,0.0,0.593041,0.0,0.0,0.0,0.597475,0.016435,0.416667,0.666667,0.25,0.016753,1.0,1.0,0.989397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.980591,1.0,1.0,0.253333,0.0,0.040667,0.017857,0.0
2,11909,4,docid = GX062-53-0946803 inc = 0.00793992937527452 prob = 0.205853,0.25205,1.0,1.0,0.0,0.254818,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.134577,1.0,1.0,0.416667,0.135242,0.833545,0.591483,1.0,0.690392,0.615723,0.79188,1.0,0.820659,0.847712,1.0,0.929488,1.0,0.0,0.0,0.0,0.0,0.831032,0.618066,1.0,0.705649,0.333333,0.253333,0.0,0.004727,0.017857,0.527778
0,11909,5,docid = GX227-72-3223024 inc = 0.00159772078003286 prob = 0.095854,0.008913,0.4,0.4,0.0,0.009279,0.0,0.0,0.0,0.0,0.0,0.602815,0.240768,0.201993,0.0,0.605558,0.006934,0.166667,0.833333,0.0,0.007146,0.636123,0.592648,0.484799,0.743672,0.500362,0.0,0.0,0.0,0.213326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583231,0.611082,0.439658,0.754756,0.333333,0.466667,0.0,0.187273,0.303571,0.833333
0,11909,6,docid = GX239-51-1457804 inc = 1 prob = 0.267237,0.062032,0.6,0.0,0.0,0.062099,0.0,0.0,0.0,0.0,0.0,0.613444,0.514994,0.0,0.0,0.618031,0.066958,0.666667,0.0,0.333333,0.067171,0.703485,0.697007,0.926103,0.76039,0.463787,0.367603,0.583192,0.405686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702789,0.722548,0.923182,0.775423,0.666667,0.413333,0.0,0.37746,0.035714,0.0
2,11909,7,docid = GX262-67-1741687 inc = 0.00321604952750335 prob = 0.103488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.083333,0.0,0.166667,1.0,0.337818,0.426286,0.778139,0.60395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300999,0.457696,0.762149,0.62084,0.666667,0.48,0.0,0.020984,0.017857,0.0
0,11935,8,docid = GX003-85-8789820 inc = 0.00244056393427011 prob = 0.0897452,0.028037,0.0,0.0,0.0,0.021176,0.0,0.0,0.0,0.0,0.0,0.013642,0.0,0.0,0.0,0.002697,0.077263,0.090909,0.333333,0.0,0.077442,0.080969,0.177717,0.295122,0.497431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09104,0.175896,0.277753,0.502092,0.0,0.0,0.0,0.060674,0.142857,0.777778
0,11935,9,docid = GX005-19-11283495 inc = 1 prob = 0.583948,0.109813,1.0,1.0,0.5,0.134118,0.0,0.0,0.0,0.0,0.0,0.147444,1.0,1.0,1.0,0.195373,0.024109,1.0,0.190476,0.208333,0.025451,1.0,1.0,1.0,1.0,0.892994,0.0,1.0,1.0,0.886284,1.0,1.0,1.0,0.923031,0.968827,0.998172,0.967317,1.0,1.0,1.0,1.0,0.25,0.158879,0.0,1.0,1.0,0.37037
0,11935,10,docid = GX012-98-0454654 inc = 0.0161689220474512 prob = 0.117464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.136364,0.142857,0.25,1.0,0.423878,0.684119,0.99119,0.748675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43416,0.674935,0.933947,0.745752,1.0,0.214953,0.0,0.005328,0.142857,0.0
0,11935,11,docid = GX068-28-14654603 inc = 0.00568633867880673 prob = 0.151592,0.588785,0.0,0.0,0.0,0.585882,0.0,0.0,0.0,0.0,0.0,0.308175,0.0,0.0,0.0,0.285675,0.812013,0.227273,0.142857,0.333333,0.812289,0.029515,0.293107,0.363678,0.467143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035994,0.292225,0.343475,0.475448,0.75,0.121495,0.0,0.003417,0.142857,0.0
0,11935,12,docid = GX119-64-7712247 inc = 0.00225383130920166 prob = 0.0856328,0.042056,0.0,0.0,0.0,0.035294,0.0,0.0,0.0,0.0,0.0,0.011488,0.0,0.0,0.0,0.0,0.05835,0.363636,1.0,0.125,0.059731,0.0,0.0,0.0,0.119667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140636,0.75,0.037383,0.0,0.105981,0.285714,1.0
0,11935,13,docid = GX233-51-6971727 inc = 1 prob = 0.0837139,0.0,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127606,0.711003,1.0,0.012574,0.0,0.045455,0.047619,0.125,0.0,0.147552,0.23906,0.067993,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.217203,0.250386,0.14898,0.0,0.25,0.102804,0.0,0.056846,0.142857,0.0
0,11935,14,docid = GX234-79-10440929 inc = 1 prob = 0.328308,0.53271,0.0,0.0,1.0,0.534118,0.0,0.0,0.0,0.0,0.0,0.615368,0.0,0.0,0.854449,0.605995,0.23475,0.0,0.0,1.0,0.235652,0.645371,0.663649,0.957891,0.73542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377361,0.0,0.0,0.0,0.643889,0.655052,0.902937,0.732716,0.25,1.0,0.0,0.0,0.0,0.0
0,11935,15,docid = GX272-62-5268782 inc = 1 prob = 0.219911,0.420561,0.0,0.0,0.0,0.416471,0.0,0.0,0.0,0.0,0.0,0.144681,0.0,0.0,0.0,0.122651,0.382365,0.045455,0.0,0.208333,0.382278,0.005751,0.325656,0.446353,0.516509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011602,0.324251,0.421721,0.522893,0.75,0.196262,0.0,0.015629,0.142857,0.0
0,11936,16,docid = GX000-21-16175136 inc = 1 prob = 0.0897452,0.233043,0.0,0.0,0.0,0.231707,0.0,0.0,0.0,0.0,0.0,0.282536,0.0,0.0,0.0,0.285075,0.579572,0.875,0.117647,0.052632,0.580011,0.04128,0.287322,0.229027,0.475903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021311,0.295217,0.231042,0.476709,0.25,0.022989,0.0,1.0,1.0,0.088843
0,11936,17,docid = GX006-06-9438596 inc = 0.00390434702687952 prob = 0.0931067,0.043478,1.0,1.0,1.0,0.04878,0.0,0.0,0.0,0.0,0.0,0.072825,1.0,0.787047,0.899864,0.086635,0.032743,1.0,0.352941,0.105263,0.034044,0.351931,0.413122,0.370702,0.486628,0.451749,0.0,1.0,0.0,0.475697,0.0,0.0,0.0,0.899864,0.909573,0.853434,0.891986,0.337081,0.421395,0.381032,0.48858,0.25,0.045977,0.0,0.002726,0.095238,0.003874
0,11936,18,docid = GX016-72-4702129 inc = 1 prob = 0.0859373,0.0,0.0,1.0,1.0,0.001742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.005798,0.0,0.0,0.117647,0.105263,0.0,0.009856,0.310093,0.095231,0.05247,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.099372,0.287485,0.159905,0.053995,0.5,0.103448,0.0,0.0,0.0,0.0
0,11936,19,docid = GX028-74-0963363 inc = 1 prob = 0.0814295,0.236522,0.0,0.0,0.0,0.235192,0.0,0.0,0.0,0.0,0.0,0.274142,0.0,0.0,0.0,0.276388,0.144296,0.6875,0.294118,0.210526,0.145251,0.025757,0.0,0.0,0.125212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126566,0.75,0.229885,0.0,0.000734,0.047619,0.004132
0,11936,20,docid = GX033-17-3277233 inc = 0.0933620716786183 prob = 0.236202,0.055652,0.0,0.0,0.0,0.054007,0.0,0.0,0.0,0.0,0.0,0.131478,0.0,0.0,0.0,0.130504,0.063432,0.0,0.058824,0.210526,0.063452,0.520245,0.667659,0.717738,0.85942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521073,0.681242,0.715884,0.856801,0.5,0.103448,0.0,0.0,0.0,0.005424
0,11936,21,docid = GX041-68-3445739 inc = 1 prob = 0.0428778,0.010435,0.0,0.0,0.0,0.008711,0.0,0.0,0.0,0.0,0.0,0.008937,0.0,0.0,0.0,0.003105,0.017764,0.125,0.058824,0.157895,0.017883,0.232788,0.298343,0.180714,0.53473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205322,0.302074,0.181932,0.529075,0.5,0.045977,0.0,0.001317,0.02381,0.0
0,11936,22,docid = GX046-05-2399462 inc = 0.0343772992596002 prob = 0.0408459,0.013913,0.0,0.0,0.0,0.012195,0.0,0.0,0.0,0.0,0.0,0.017741,0.0,0.0,0.0,0.012139,0.020216,0.125,0.058824,0.157895,0.020334,0.36651,0.457347,0.373842,0.534136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345131,0.466126,0.373153,0.529905,0.5,0.045977,0.0,0.000752,0.02381,0.0
0,11936,23,docid = GX052-54-11793310 inc = 1 prob = 0.228853,0.012174,0.0,0.0,0.0,0.010453,0.0,0.0,0.0,0.0,0.0,0.026572,0.0,0.0,0.0,0.021643,0.016902,0.125,1.0,0.263158,0.018214,0.767921,0.803587,0.682221,0.883102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743776,0.787231,0.675292,0.862033,1.0,0.068966,0.0,0.000342,0.02381,0.000517
0,11936,24,docid = GX064-40-14863143 inc = 0.00336319039774477 prob = 0.0907591,0.04,0.5,0.0,0.0,0.04007,0.0,0.0,0.0,0.0,0.0,0.067318,0.5,0.0,0.0,0.067498,0.032346,0.125,0.352941,0.0,0.032587,0.3485,0.406658,0.362584,0.48169,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33088,0.413824,0.365277,0.481537,0.0,0.0,0.0,0.000757,0.02381,0.001808
